id,name,description,name_in_url,imglink,shortimg,role,fav_count
107649,Teru,,Teru,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/248283.jpg?s=3bc154b3e4f0fe59ebabd5949a082334,,
105349,Toki,,Toki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/246803.jpg?s=bad61faa79268844a66284926b10057d,,
108261,Usuke,,Usuke,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/249713.jpg?s=e181676f72ef02bef4283e18c7b9bf35,,
60283,Ame,,Ame,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/161479.jpg?s=8b1d561c7b308393d98eab9b4eeab7ab,,
60279,Hana,,Hana,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/161461.jpg?s=f74f54036028806d5e21ae9e0cf0f981,,
60285,Ookami,,Ookami,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/161463.jpg?s=2df597be57a28594ebc1ba4a96cb7f48,,
60281,Yuki,,Yuki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/161465.jpg?s=b3b7dac9d84aa06b497e3efec6b728ab,,
65339,"Fujii, Souhei",,Souhei_Fujii,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/198049.jpg?s=162ac4e21b76f30ea785d73e71bff047,,
96343,"Horita, Wife",,Wife_Horita,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/227849.jpg?s=f3696d1d2cab9b7e7280762eec5aaf0a,,
113151,Hosokawa,,Hosokawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/258541.jpg?s=f1b60c950e6bbe2d95247130ba1fc089,,
141178,Keno,,Keno,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/305697.jpg?s=a732480a23a3db2c420178539fc57900,,
97529,Nirasaki,,Nirasaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/305187.jpg?s=59fcdc021946ebfd33dc20319758ee02,,
108615,Shino,,Shino,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/250487.jpg?s=6a4f9233ef053c1e5ee9b4f7595d10db,,
65341,"Souhei's Mother",,Souheis_Mother,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/198169.jpg?s=7948893720442b231923377579e3252f,,
127304,Tanabe,,Tanabe,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
117065,"Dola, Couronne",,Couronne_Dola,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/325958.jpg?s=94bb26e8da523fc695fd5a07cb3c53d5,,
117063,"Dola, Schwi",,Schwi_Dola,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/344263.jpg?s=1313fdb2abaf97287af3b78e16b8950a,,
117061,"Dola, Riku",,Riku_Dola,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/325956.jpg?s=d51ce2504b994df5c9abdf3ebab6443f,,
152932,Aley,,Aley,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
152936,Artosh,,Artosh,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
117069,Azriel,,Azriel,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/265863.jpg?s=978a95bf5314fd0563b464d196c6011f,,
82527,"Dola, Stephanie",,Stephanie_Dola,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/274341.jpg?s=54f57721d4c766fda968b8647b2f1d0c,,
152918,Einithi,,Einithi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/336358.jpg?s=4607e4eb472226f53100ff80047c7e7b,,
97767,"Hatsuse, Izuna",,Izuna_Hatsuse,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/252987.jpg?s=bd9c9f0000c4b8674afea727c191beec,,
97761,Jibril,,Jibril,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/248121.jpg?s=e0c891885868995376169d3b7800de3f,,
152934,Lily,,Lily,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
149529,"Nilvalen, Shinku",,Shinku_Nilvalen,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/325960.jpg?s=eb4553829414f86ec2a70ef098ff53ae,,
152935,Raphael,,Raphael,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
82525,Shiro,,Shiro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/246723.jpg?s=e0c44de686f2361c10fee1366ec596cb,,
82523,Sora,,Sora,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/274345.jpg?s=67803161e63c4e8c68f4dc17f895bf6d,,
97769,Teto,,Teto,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/274285.jpg?s=479d002829dfcb9c3bc7eaba66359e4c,,
149528,"Zell, Nonna",,Nonna_Zell,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/325959.jpg?s=6a94d749234a6080e9f74446d0a6cbd1,,
152933,"Zell, Ivan",,Ivan_Zell,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/353289.jpg?s=6d0d2d23336c4b7b134bd970b5233456,,
17356,Aki,,Aki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/58688.jpg?s=a1937f78e53bd98eff82a43060f3426a,,
23871,Akoya,,Akoya,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/58284.jpg?s=cfcd157f43781f9d4b53a78295b653cd,,
19464,Amane,,Amane,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/59171.jpg?s=788ed19daeecb316fb1f9360998e1a55,,
16882,Aya,,Aya,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/58517.jpg?s=ba8ab9e2eacd6f3d8ae8f36ff2ec011f,,
20108,Biki,,Biki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/57351.jpg?s=e237181144da90ed93ca4bc304c44c71,,
17060,Fuki,,Fuki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/58646.jpg?s=788610b44faf3dee53d73fb24780da27,,
100553,"Hana's Mother",,Hanas_Mother,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/235437.jpg?s=9b02a87b85e6e6b62cb45f4bffb78ba7,,
23846,Io,,Io,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58192.jpg?s=de69939e4e688634927b3580f622f159,,
23765,"Ioroi, Renzu",,Renzu_Ioroi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/57928.jpg?s=e3b8a64d61785ae4ae3a204455025f28,,
23764,"Ioroi, Shinra",,Shinra_Ioroi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/57926.jpg?s=8c9ded3598a6ac746bf905a1f096add6,,
17359,Isana,,Isana,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58691.jpg?s=77b02cad5ec87a1bc008574827fb5b2f,,
16881,Ito,,Ito,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/58516.jpg?s=d5850acf8ec1fc8f636b6ad228caa360,,
16884,Jiisama,,Jiisama,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/58645.jpg?s=4155cce32fd57d2cbdfad2c34c7a1cae,,
9972,Jin,,Jin,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58202.jpg?s=eba7abdbb9fe69b3087961e182da7387,,
16886,Kai,,Kai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/58644.jpg?s=4dd0426448242f01849c5f5637b6ba3a,,
16880,Kaji,,Kaji,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/58512.jpg?s=83165b1537ab61784a184f7848fd7a9e,,
13714,"Karibusa, Tanyuu",,Tanyuu_Karibusa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/249719.jpg?s=08143f6fb4b7d5536f008f2fe288b149,,
102665,Kenrou,,Kenrou,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/238935.jpg?s=b852555bb08467d646d795aac7a2da88,,
16808,Kisuke,,Kisuke,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/58435.jpg?s=bc055cef3e3b5d49ce9b7158ff22910c,,
89905,"Kisuke's Daughter",,Kisukes_Daughter,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/216457.jpg?s=5e580052746e663c130a106db427b26b,,
94151,"Kisuke's Sister",,Kisukes_Sister,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/224145.jpg?s=369753348130ee5544e0a5cdfb8d9175,,
19708,Koro,,Koro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/58287.jpg?s=4b6d460b65b8d499619520cd9f861935,,
123673,"Koro's Father",,Koros_Father,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/274563.jpg?s=4ed42691dbaf4d3683fccea5485d8805,,
23845,Maho,,Maho,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/58191.jpg?s=901c95eaeaba47028aa468b19c9782fe,,
44785,Matsu,,Matsu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/163331.jpg?s=86cf2153d0248824e4d3cf08b2ec8baf,,
24131,Michihi,,Michihi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/59100.jpg?s=12dab76b8e5982fbdd201d9d9cca2ff8,,
16810,Miharu,,Miharu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/58445.jpg?s=4d0f43adb78b27d9b5da01ea8eb363d2,,
44054,Miku,,Miku,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/145655.jpg?s=7decf203ccb1e279ef47deff79ea2c1f,,
17358,Mio,,Mio,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/58690.jpg?s=a69ba16e00204edac225c87383e61ef2,,
23870,Nagi,,Nagi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/58283.jpg?s=c0a0d927641084d0be2801c8d59a3deb,,
24129,Nami,,Nami,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/59098.jpg?s=e0c83314ca1d49fa83c0b298def5b2b4,,
5167,Nui,,Nui,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/58434.jpg?s=fb48ff30899bf8f6cc6fd376dafc5a69,,
16879,Sayo,,Sayo,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/58513.jpg?s=b1407bf07f59477c81abf3a1253f2be6,,
17061,Seijiro,,Seijiro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/58660.jpg?s=4eff4b56e3833e8759459a27b71ed6ed,,
16809,Setsu,,Setsu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/58436.jpg?s=ad78d64bf9a249a706b753ba9a35909d,,
26274,Shige,,Shige,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/102495.jpg?s=31ebbf30293dc29aafffafbc48acfb06,,
24130,Shirou,,Shirou,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/59099.jpg?s=e6a4dfd4de1ac3e2c760d5eeaf96ff18,,
23796,Sui,,Sui,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/58068.jpg?s=ce66a115428126a4662b38faccd8d3f1,,
16811,Suzu,,Suzu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58446.jpg?s=bfe067f2b439febc55baed88249425e0,,
24128,Tagane,,Tagane,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/59097.jpg?s=035bb00d46582685dcc3a4ffb400f091,,
24127,Taku,,Taku,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/59096.jpg?s=45b9dfb8bc40c73d06a8325131d18e48,,
44055,"Taku&#039;s Wife",,Taku_039_s_Wife,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
17128,Tama,,Tama,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/58687.jpg?s=5081feb539230717977ac2181546ae56,,
40095,Tetsu,,Tetsu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/109352.jpg?s=03164a78519f9b637cfbe1bef7c1d988,,
16887,Toyo,,Toyo,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58643.jpg?s=2cf29a39d49e8776c7031905f359efec,,
17355,Watahiko,,Watahiko,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/58686.jpg?s=709c92fed539a10ec62d29b6d43b9b3e,,
98163,Yahagi,,Yahagi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/230979.jpg?s=c8b8487225d1bf5acf60396822f9f01f,,
17357,Yasuke,,Yasuke,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/58689.jpg?s=b76dcdd6d5772295a877a934325f281c,,
13784,Madara,,Madara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/83359.jpg?s=01af6da4cc368305a1338337226b3c35,,
13783,"Natsume, Takashi",,Takashi_Natsume,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/160755.jpg?s=333ffe6506d1a3a1122c04272de69235,,
151370,Aoi,,Aoi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/332157.jpg?s=ebc7cd2b907cfe7f933ddbf34d25aab7,,
152276,Azuma,,Azuma,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/333315.jpg?s=947bbf9d43c572bb2b45395cf1e5f55f,,
152428,Benihimo,,Benihimo,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/333573.jpg?s=7d3c598fc9e98c56fb1a0b5f28b3beb0,,
23115,Chobi-hige,,Chobi-hige,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/55405.jpg?s=fe5c65b13acab92ab1ca943b46507ad8,,
19546,"Fujiwara, Touko",,Touko_Fujiwara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/122735.jpg?s=531475ba0ab52013e16c7baabfc2a3a2,,
20336,"Fujiwara, Shigeru",,Shigeru_Fujiwara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/122733.jpg?s=0b05c59b6d5e7cfaf61a28235ae2dd0d,,
152426,Ginro,,Ginro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/333571.jpg?s=dfb3aa2ff1644e985b6463eb04e04387,,
151339,Gomochi,,Gomochi,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
19023,Hiiragi,,Hiiragi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/158901.jpg?s=f4a236a9c204e04f1eb995080aaea9a5,,
19455,Hinoe,,Hinoe,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/55192.jpg?s=a367943878c002bbc7f05796f205583e,,
36826,"Hitotsume no Chuukyuu Youkai",,Hitotsume_no_Chuukyuu_Youkai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/121636.jpg?s=3a7c421454800af276b594337fad3c46,,
152427,Jinbe,,Jinbe,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/333572.jpg?s=26fa91055fb04d6519d4a75ff8efd78c,,
44637,Kappa,,Kappa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/127607.jpg?s=2eba796760793a481f18f61ba88646e1,,
23039,"Kitamoto, Atsushi",,Atsushi_Kitamoto,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/55210.jpg?s=2835f6799152925700745914fb627f44,,
25272,Misuzu,,Misuzu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/121639.jpg?s=2ac1a06775d106ef4bfe786eef1f9cdb,,
152275,Nanamaki,,Nanamaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/333313.jpg?s=06fcdd83485dc403d7ddf11c024f5172,,
13887,"Natori, Shuuichi",,Shuuichi_Natori,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/111868.jpg?s=3757b513f50ee75d80d3048cef3dae25,,
13886,"Natsume, Reiko",,Reiko_Natsume,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/313321.jpg?s=1e540634711275cd5f3bc01deb02bfb0,,
23038,"Nishimura, Satoru",,Satoru_Nishimura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/154433.jpg?s=79dde7ef6d1ed520308aa5fbf53c6a2d,,
152277,"Rat-faced Youkai",,Rat-faced_Youkai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/333319.jpg?s=f61cb3df1349076727048436b29bc667,,
14414,"Sasada, Jun",,Jun_Sasada,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/33411.jpg?s=9fabd4ba699a3bbd0488edf0664f36a7,,
43497,Sasago,,Sasago,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/158917.jpg?s=059ca133bbf3b0ea2dab90c6fb86ca44,,
44575,"Shibata, Katsumi",,Katsumi_Shibata,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/122729.jpg?s=a884e2963c1a69540b78d289d64b9680,,
151369,"Sonokawa, Kaoru",,Kaoru_Sonokawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/332158.jpg?s=7941761230019399dd601ae663d0691c,,
19515,"Taki, Tooru",,Tooru_Taki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/160753.jpg?s=626f1218308885bfe7cdd8e26e93be4b,,
152424,Takuma,,Takuma,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/333569.jpg?s=5c05a68e4d5c34a33cf1061cde195ec3,,
13888,"Tanuma, Kaname",,Kaname_Tanuma,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/47125.jpg?s=3938c39c48dfe2bb433b2a87397f4cf7,,
152425,Tsukiko,,Tsukiko,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/333570.jpg?s=24cfbf0de0e9008b7e2a75a3579cebaf,,
43496,Urihime,,Urihime,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/122101.jpg?s=0b80a8791dbc5cafc4f097fca1de3350,,
44209,"Ushikao no Chuukyuu Youkai",,Ushikao_no_Chuukyuu_Youkai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/121635.jpg?s=526d90453995539a423ad6a62f308866,,
6232,"Aizawa, Miyabi",,Miyabi_Aizawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/113848.jpg?s=960b1f2c4497dc04f885f155da9d1962,,
3529,"Fuyutsuki, Azusa",,Azusa_Fuyutsuki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/142017.jpg?s=9aa886abf82f324a793012071ee35385,,
455,"Kanzaki, Urumi",,Urumi_Kanzaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/113918.jpg?s=6040925de98da36173275aec0987c19b,,
3604,"Kikuchi, Yoshito",,Yoshito_Kikuchi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/75377.jpg?s=2ce763b00db8a71664911daf5b5484cb,,
4119,"Murai, Kunio",,Kunio_Murai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/75376.jpg?s=307cc190e1d1a71f64c3e033f316cd9f,,
6231,"Nomura, Tomoko",,Tomoko_Nomura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/51229.jpg?s=5caa63d739bf84657a1e1fb32de7e412,,
434,"Onizuka, Eikichi",,Eikichi_Onizuka,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/241475.jpg?s=5e57b636e974a64cf36bb8f9f8bf23bb,,
6238,"Uchiyamada, Hiroshi",,Hiroshi_Uchiyamada,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/51230.jpg?s=b45629a20f7a1d689eb958c1d4283e0d,,
5947,"Yoshikawa, Noboru",,Noboru_Yoshikawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/15499.jpg?s=20a85352364cf19a61ff28fb02b4b2ee,,
34020,"Aizawa, Masayo",,Masayo_Aizawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/92344.jpg?s=d0ce1811c737c5b668a624b8788285c4,,
34019,"Aizawa, Kotaro",,Kotaro_Aizawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/92342.jpg?s=d15a822e49f03a8a44b4383578343c89,,
33977,Announcer,,Announcer,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/92271.jpg?s=a1cbbc1d12f5fe1e8fea98ce173f8728,,
34003,"Announcer ",,Announcer_,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/92324.jpg?s=f4f623ac4fca9ee4f0f2f867940a7814,,
34122,"Asakura, Megumi",,Megumi_Asakura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/92578.jpg?s=d668d908ccae66e9a4fa26e91208d2c8,,
33882,"Asano, Mayuko",,Mayuko_Asano,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/91908.jpg?s=b7e9a40adab8bf5cec0cf9684d4ccf14,,
34006,Ashida,,Ashida,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/92327.jpg?s=20edd2abd5ee04f837cedf19c3701756,,
34106,"Bride's Father",,Brides_Father,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/92541.jpg?s=58f32c5bf6b44eb82db88f1d583b33bb,,
34107,"Bride's Mother",,Brides_Mother,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/92542.jpg?s=e3e0507628af4746c6029ead4b17000a,,
34016,"Burger Shop Manager",,Burger_Shop_Manager,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/92339.jpg?s=fed202eacdc03b10fab808ad76073f96,,
33889,"Business Man",,Business_Man,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/91924.jpg?s=47ecde352b95af336246dd5b25adcfc4,,
34160,Cameraman,,Cameraman,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/92686.jpg?s=6d61117c7bb5e486eec33aca2d023277,,
2264,"Danma, Ryuuji",,Ryuuji_Danma,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/203715.jpg?s=744db03bb1716265c494d1dfebf8aa63,,
34007,Director,,Director,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/92328.jpg?s=4d7af443b9553ca9b6b43c9ab1775ab3,,
33965,"Director Shirosawa",,Director_Shirosawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/92241.jpg?s=82e34f1aca58b6832c81c9aab4e00067,,
34161,Doctor,,Doctor,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/92687.jpg?s=57c0d16b1af295539e2c2aa15eb0c721,,
33878,Ebisawa,,Ebisawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/91894.jpg?s=7475c7a68f177d6fcf3e3139204e0ab0,,
34108,"Field Supervisor",,Field_Supervisor,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/92591.jpg?s=9ad3ba886c4118eb62e1e10c26d34e43,,
34109,"Floor Person",,Floor_Person,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/92544.jpg?s=6415bf8f1aeb1ef3c5e87412539de14f,,
33961,"Fujita, Akane",,Akane_Fujita,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/92209.jpg?s=a7274f53701aadfc051b3d234004d62e,,
34015,"Fujiyoshi, Mother",,Mother_Fujiyoshi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/92337.jpg?s=df98fd639c2b1f588aa3fcaa4fbfbb41,,
4460,"Fujiyoshi, Kouji",,Kouji_Fujiyoshi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/15479.jpg?s=79fcbfe79717f8bca8e9054a3eac128a,,
6252,"Fukada, Kumiko",,Kumiko_Fukada,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/92613.jpg?s=1cca48c172c2f396c659669b4dda9615,,
6240,"Fukuroda, Hajime",,Hajime_Fukuroda,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/15481.jpg?s=5da1dfd037743c9f8f4d293fbb6ca8b4,,
34155,Futogaki,,Futogaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/92656.jpg?s=40dc7a9b39765ab8b65dd2e1a350455a,,
34162,"Girl ",,Girl_,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/92688.jpg?s=2da411aa7b1084d55960d249b54fed71,,
34009,Heroine,,Heroine,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/92330.jpg?s=2b5f049fbcb53f00db9f10e3863ca461,,
31359,Hideo,,Hideo,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/83534.jpg?s=010dd3716a8416e07a66633b516d17c3,,
34022,Hiramatsu,,Hiramatsu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/92347.jpg?s=41e81f76e942a13948a62afff140a0d8,,
34149,"Homeroom teacher",,Homeroom_teacher,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/92649.jpg?s=482d692b47e853606dcd1acaf5d9ce7f,,
34010,"Hoshino, Megumi",,Megumi_Hoshino,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/92331.jpg?s=c86b8cf200cff6d54229e8362b1e3989,,
34126,"Igarashi, Kouichi",,Kouichi_Igarashi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/92582.jpg?s=c635afcd545a8168ce0d2f28745a3c89,,
33893,"Iijima, Saeko",,Saeko_Iijima,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/92606.jpg?s=cd55a26364b95864cedd8c63698d2107,,
33885,"Izumi, Naoko",,Naoko_Izumi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/226621.jpg?s=6bec475022dec13bbacf736ee6e4541e,,
34163,Janitor,,Janitor,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/92689.jpg?s=3fc5c1ea023ee8d1c49e19998cc29fba,,
8754,"Kadena, Nao",,Nao_Kadena,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/51231.jpg?s=4a4e17718bd05b84a5054f53e42f0fc0,,
34001,"Kadena, Takashi",,Takashi_Kadena,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/92322.jpg?s=f79fb24c1c3f57fe53000321c77b7c02,,
33894,Kamioka,,Kamioka,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/91928.jpg?s=a328b354499223db67ed18be08f75e30,,
34017,Katsuyama,,Katsuyama,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/92340.jpg?s=3a79b638e968017815c05ed4503ff9eb,,
34004,Kibayashi,,Kibayashi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/92325.jpg?s=644ce4e2ebc98bb7ab9a1df97778d313,,
33890,"Kinoshita, Itagaki",,Itagaki_Kinoshita,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/91925.jpg?s=7b4dbef3c0eda7c86f9a2dd841b5fd25,,
33963,Kizaki,,Kizaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/92211.jpg?s=386c7294017c7e09598e7c4c6edb0983,,
33962,"Kizaki, Hitomi",,Hitomi_Kizaki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/92210.jpg?s=3919ac8638f2f20e8f0694f016a1c49f,,
6242,"Kochatani, Hiroshi",,Hiroshi_Kochatani,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/15483.jpg?s=a4cf6f07526e9a38a3feba064d8d9d28,,
