id,name,description,imglink,shortimg
30709,Kamisama_Hajimemashita__Kako-hen,"While playing in the snow one day at her shrine, the land god Nanami Momozono witnesses her familiar—the fox youkai Tomoe—collapse, with dark markings appearing on his body. Tomoe's former master, Lord Mikage, appears after his long absence and places Tomoe into a magical pocket mirror in order to stave off his ailment.

Mikage explains that long ago, before he and Tomoe had met, the fox youkai was in love with a human woman. Seeking to live as a human with his beloved, he made a deal with a fallen god, but he only ended up cursed and dying. When Mikage discovered Tomoe, the god made the youkai forget his human love as a quick solution. However, something has changed recently to reactivate the curse; Tomoe has fallen in love with his new human master, Nanami. Since there is no way to stop the curse, Nanami wants to stop Tomoe from getting cursed in the first place by traveling back through time, even if it means they may never meet. As Nanami travels back hundreds of years to save her precious familiar, she discovers that she is far more closely bonded to Tomoe than she previously thought.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/81250.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/81250.jpg?s=0f36fe7a3f5ee0bc66190c5a1feef8a1
24415,Kuroko_no_Basket_3rd_Season,"Following their triumph against Yousen High, Seirin's basketball team has reached the semifinals of the Winter Cup along with Kaijou, Rakuzan, and Shuutoku. Each of these teams possesses a member of the Generation of Miracles, and Seirin prepares to face the largest obstacles on their path to winning the Winter Cup.

In the final season of Kuroko no Basket, Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.

While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/4/68299.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/68299.jpg?s=047c586d552e0b0ea90cb19074fb6ea8
33255,"Saiki_Kusuo_no_Ψ-nan_TV","To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this couldn't be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.

Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/11/80167.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/11/80167.jpg?s=1c4f87499deea4f4dbc09805e23bf243
28171,Shokugeki_no_Souma,"Ever since he was a child, fifteen-year-old Souma Yukihira has helped his father by working as the sous chef in the restaurant his father runs and owns. Throughout the years, Souma developed a passion for entertaining his customers with his creative, skilled, and daring culinary creations. His dream is to someday own his family's restaurant as its head chef.

Yet when his father suddenly decides to close the restaurant to test his cooking abilities in restaurants around the world, he sends Souma to Tootsuki Culinary Academy, an elite cooking school where only 10 percent of the students graduate. The institution is famous for its ""Shokugeki"" or ""food wars,"" where students face off in intense, high-stakes cooking showdowns.

As Souma and his new schoolmates struggle to survive the extreme lifestyle of Tootsuki, more and greater challenges await him, putting his years of learning under his father to the test.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/72943.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/72943.jpg?s=a93f0e87eb1a78ff9dd281cfbb236bbf
170,Slam_Dunk,"Hanamichi Sakuragi, infamous for this temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""

One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/4/19655.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/19655.jpg?s=c42fa922dc49f8c7a4edd5cb84a9ec2b
5028,Major_S5,"After the baseball season was over, Gorou returned to Japan. There he learned from Toshi that there is going to be a Baseball World Cup the following year hosted in America.

(Source: AniDB)",https://myanimelist.cdn-dena.com/images/anime/9/75218.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/75218.jpg?s=2a0ccaba4c466d690270815f23a3b650
21,One_Piece,"Gol D. Roger was known as the ""Pirate King,"" the strongest and most infamous being to have sailed the Grand Line. The capture and execution of Roger by the World Government brought a change throughout the world. His last words before his death revealed the existence of the greatest treasure in the world, One Piece. It was this revelation that brought about the Grand Age of Pirates, men who dreamed of finding One Piece—which promises an unlimited amount of riches and fame—and quite possibly the pinnacle of glory and the title of the Pirate King.

Enter Monkey D. Luffy, a 17-year-old boy who defies your standard definition of a pirate. Rather than the popular persona of a wicked, hardened, toothless pirate ransacking villages for fun, Luffy’s reason for being a pirate is one of pure wonder: the thought of an exciting adventure that leads him to intriguing people and ultimately, the promised treasure. Following in the footsteps of his childhood hero, Luffy and his crew travel across the Grand Line, experiencing crazy adventures, unveiling dark mysteries and battling strong enemies, all in order to reach the most coveted of all fortunes—One Piece.

[Written by MAL Rewrite] ",https://myanimelist.cdn-dena.com/images/anime/6/73245.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/73245.jpg?s=f792b8c9e28534ae455d06b15e686a14
21899,Gintama__Yorinuki_Gintama-san_on_Theater_2D,"Demonic Vice-Commander of the Shinsengumi, Toushirou Hijikata, acquires a cursed sword—one which completely rewrites his personality, morphing him from a hard-boiled, no-nonsense cop into a hopeless otaku. As he struggles to break the curse, an ambitious new member of the police force, Itou Kamotarou, seizes the opportunity to depose Hijikata in his bid for power within the organization. However, Itou's scheme is revealed to be more devious than anyone imagined, and the very existence of the Shinsengumi is thrown into peril.

In another time and place, the Yorozuya squad is suddenly greeted by a potential new recruit. Before them is a mysterious young woman named Pirako Doromizu who hides a penchant for extreme violence behind her smiling, enthusiastic exterior. However, unbeknownst to Gintoki and the others, Pirako has strong ties to one of the ruling figures of the Kabuki district of Edo, and her arrival sets off a chain reaction that throws the inhabitants of the district into a civil war.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/11/57615.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/11/57615.jpg?s=d69faac9a1aef1936f55333010355189
777,Hellsing_Ultimate,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead.

Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil.

In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/6/7333.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/7333.jpg?s=00a2f1443aaff74d48d9a5547db67cc3
5205,Kara_no_Kyoukai_7__Satsujin_Kousatsu_Kou,"In February 1999, a string of murders has Shiki Ryougi and Mikiya Kokutou on edge. These crimes share a disturbing resemblance to a similar set of homicides from 1995, when Shiki and Mikiya first met, and awaken a dark, murderous desire that has laid dormant within Shiki's soul ever since then.

With Shiki under suspicion due to her involvement in the past killings and supposed resemblance to the killer, she and Mikiya set out to find the true perpetrator. In the midst of their separate investigations, Mikiya grows increasingly concerned with Shiki's well-being and hurries to find the one responsible in order to protect Shiki from her own impulses. With the lead he receives from his cousin, police investigator Daisuke Akimi, Mikiya is led into the underbelly of Mifune City, as the salvation of Shiki's soul lies in his determination to prove her innocence once and for all.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/9/56619.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/56619.jpg?s=7c65dc2e6a174deb88141b3a73ed2380
22535,Kiseijuu__Sei_no_Kakuritsu,"All of a sudden, they arrived: parasitic aliens that descended upon Earth and quickly infiltrated humanity by burrowing into the brains of vulnerable targets. These insatiable beings acquire full control of their host and are able to morph into a variety of forms in order to feed on unsuspecting prey.

Sixteen-year-old high school student Shinichi Izumi falls victim to one of these parasites, but it fails to take over his brain, ending up in his right hand instead. Unable to relocate, the parasite, now named Migi, has no choice but to rely on Shinichi in order to stay alive. Thus, the pair is forced into an uneasy coexistence and must defend themselves from hostile parasites that hope to eradicate this new threat to their species.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/73178.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/73178.jpg?s=aeb28b4778c7bcdfcb0004cbb1a55523
24687,Mushishi_Zoku_Shou__Odoro_no_Michi,"Mysterious, unknowable creatures alien to the laws of nature—known only to some and feared by others—""Mushi"" lie behind many of life's strange phenomena.

Long ago, a Mushi of terrifying power threatened to extinguish all life. The Minai clan of Mushishi were born from those who stopped this malevolent force, their members bound by duty to serve as retainers to the Karibusa family, within whom the Mushi remains sealed. The Mushishi Ginko is given a job request from Tanyuu Karibusa: oversee the work of the head of the Minai clan, Kumado Minai, in investigating an abandoned village where dead wood and even houses spring back to life as flourishing plants.

Though the Minai clan are oddly ruthless among Mushishi, even more peculiar is their widespread dull character, with little appreciation for beauty or sentiment. Tanyuu believes there is more to this trend than meets the eye. Ginko aims to answer her curiosity as he follows Kumado into a ""Path of Thorns,"" a place where Mushi flow from their own strange sources into the world of the living. Rare and deadly varieties of Mushi lurk in these depths, along with the secret nature of the Minai clan's resolve to their ancient task.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/63539.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/63539.jpg?s=68a1b75daf7fbe8bc816301a2888eef4
10165,Nichijou,"Nichijou primarily focuses on the daily antics of a trio of childhood friends—high school girls Mio Naganohara, Yuuko Aioi and Mai Minakami—whose stories soon intertwine with the young genius Hakase Shinonome, her robot caretaker Nano, and their talking cat Sakamoto. With every passing day, the lives of these six, as well as of the many people around them, experience both the calms of normal life and the insanity of the absurd. Walking to school, being bitten by a talking crow, spending time with friends, and watching the principal suplex a deer: they are all in a day's work in the extraordinary everyday lives of those in Nichijou. 

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/3/75617.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/75617.jpg?s=a6141f357026aca2496b1a9debaf9d2b
10162,Usagi_Drop,"Daikichi Kawachi is a 30-year-old bachelor working a respectable job but otherwise wandering aimlessly through life. When his grandfather suddenly passes away, he returns to the family home to pay his respects. Upon arriving at the house, he meets a mysterious young girl named Rin who, to Daikichi’s astonishment, is his grandfather's illegitimate daughter!

The shy and unapproachable girl is deemed an embarrassment to the family, and finds herself ostracized by her father's relatives, all of them refusing to take care of her in the wake of his death. Daikichi, angered by their coldness towards Rin, announces that he will take her in—despite the fact that he is a young, single man with no prior childcare experience.

Usagi Drop is the story of Daikichi's journey through fatherhood as he raises Rin with his gentle and affectionate nature, as well as an exploration of the warmth and interdependence that are at the heart of a happy, close-knit family.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/2/29665.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/29665.jpg?s=4921bb7bab905258c4f675cde9ee400b
32366,"Gintama°__Aizome_Kaori-hen","Yoshiwara is besieged by a mysterious incense that has the ability to make whoever smell it fall for the first person they see; poor Tsukuyo is hit, her already secret attraction with Gintoki intensified. In trying to gather the incense, Tsukuyo's slip-up causes the entire district to be affected by the smoke, including the Yorozuya (and Tae, Kyuubei, and Kondou who happened to be there at the time). Can the Yorozuya and Tsukuyo overcome their afflictions to stop the perpetrator?

(Source: Gintama Wiki)",https://myanimelist.cdn-dena.com/images/anime/8/79704.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/79704.jpg?s=5dbb3f40129de07167e6717c2a49919b
17389,Kingdom_2nd_Season,"A year after the devastating battle against the formidable Zhao, the State of Qin has returned its focus to pursuing King Zheng Ying's ambition of conquering the other six states and unifying China. Their next target is Wei, a smaller state which stands as a geographic stepping stone for the sake of conquest.

Xin Li, now a three hundred man commander of the swiftly rising Fei Xin Unit, continues to seek out lofty achievements in order to garner recognition for himself and his soldiers, motivated by those previously lost in battle. In the preliminary battles ahead of Qin's invasion of Wei, Xin finds competition in other young commanders who are of a higher social status than him. Back in Qin, the royal palace faces turmoil as opposing factions begin to make their move against Zheng Ying's regime.

With their hands full both abroad and at home, Zheng and Xin must lead the way in this era of unending war, resolved to etch their names in history by creating a unified China.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/13/53589.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/53589.jpg?s=780066d781b44e43c59ebf5219c607d8
32182,Mob_Psycho_100,"Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks.

In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/8/80356.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/80356.jpg?s=1d7f8902c64d166b821e50ea68267c2a
877,Nana,"Nana Komatsu is a helpless, naïve 20-year-old who easily falls in love and becomes dependent and clingy to those around her. Even though she nurses ambitious dreams of removing herself from her provincial roots and finding her true calling, she ends up traveling to Tokyo with the humble reason of chasing her current boyfriend Shouji Endo.

Nana Osaki, on the other hand, is a proud, enigmatic punk rock vocalist from a similarly rural background, who nurtures the desire to become a professional singer. Putting her career with a fairly popular band (and her passionate romance with one of its former members) firmly behind her, she boards the same train to Tokyo as Nana Komatsu.

Through a fateful encounter in their journey toward the metropolis, the young women with the same given name are brought together, sparking a chain of events which eventually result in them sharing an apartment. As their friendship deepens, the two attempt to support each other through thick and thin, their deeply intertwined lives filled with romance, music, challenges, and heartbreaks that will ultimately test their seemingly unbreakable bond.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/2/11232.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/11232.jpg?s=fdcbc61fd7e6407fe3810192a1684acd
28805,Bakemono_no_Ko,"Bakemono no Ko is the tale of a boy and a beast: both lonely, both stubborn, and both strong. For nine-year-old Ren, things could hardly be worse. His mother has passed away in a traffic accident, his father is nowhere to be found, and his extended family is cold and distant. Desperate, Ren runs away to the mean streets of Shibuya to try and survive on his own.

In the beast realm of Shibuten, the fierce warrior Kumatetsu is certainly feared, but not especially liked or respected. When the Lord decides to retire and become a God, Kumatetsu would be a natural candidate to replace him; he and the noble Lord Iouzan are the two strongest in the land. But Kumatetsu is so anti-social he's never even managed to hold on to a disciple. And until he proves he can, he'll never be a serious contender.

When Ren gets lost in a maze of alleyways and finds himself in the strange land of Shibuten, fate brings these two stubborn and fierce-willed souls together, and Kumatestu re-names the boy ""Kyuuta."" Each of them has much they can teach the other, but where these two are concerned, nothing is going to be easy. As Kyuuta adjusts to his new home he finds himself torn between two worlds—two worlds that are far less separate than either the Boy or the Beast realizes.",https://myanimelist.cdn-dena.com/images/anime/11/73540.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/11/73540.jpg?s=3f019915d806bbdad788de6dd8a23e3c
5941,Cross_Game,"The main character is Kou Kitamura, son of the owner of Kitamura Sports. In the same neighborhood is a batting center run by the Tsukishima family. Due to their proximity and the relationship between their businesses, the Kitamura and Tsukishima familes have been close for many years, with their children going back and forth between the two homes like extended family. Because Kou and Wakaba were the same age and always together, Aoba was jealous of all the time Kou spent with her older sister. Aoba is a natural pitcher with excellent form, and Kou secretly trains to become as good as she was, even while publicly showing little interest in baseball.",https://myanimelist.cdn-dena.com/images/anime/6/22103.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/22103.jpg?s=e10cc8df9c87122f488fa4a3dfeaf9fb
5114,Fullmetal_Alchemist__Brotherhood,"""In order for something to be obtained, something of equal value must be lost.""

Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist.

Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/47421.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/47421.jpg?s=c04effa07d51c3c101482d2a8db269a8
32281,Kimi_no_Na_wa,"Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture.

One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another.

Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance.

[Written by MAL Rewrite]",https://myanimelist.cdn-dena.com/images/anime/5/87048.jpg,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/87048.jpg?s=2bca128fcb9dfd6d0908f3d9986576c6
28977,"Gintama°",,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/72078.jpg?s=e9537ac90c08758594c787ede117f209
9253,Steins_Gate,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/73199.jpg?s=97b97d568f25a02cf5a22dda13b5371f
9969,Gintama,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/50361.jpg?s=b3a061db8c3d42a055d58f9df1f3dac7
820,Ginga_Eiyuu_Densetsu,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/13225.jpg?s=385cedad342e284c5765833ab1cddc1c
11061,Hunter_x_Hunter_2011,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/11/33657.jpg?s=5724d8c22ae7a1dad72d8f4229ef803f
35180,3-gatsu_no_Lion_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/88469.jpg?s=becfbf556902bc3501e06a07354b9d76
15417,Gintama__Enchousen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/75172.jpg?s=38a6e800ace5bcbee7a17b6c351ba987
28851,Koe_no_Katachi,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/80136.jpg?s=a3b3a8039e99287c719995e564e3d084
15335,Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/51723.jpg?s=27cd24446486572fb64c42a689d38902
35247,Owarimonogatari_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/87322.jpg?s=3e60507a4b6016d83e7433aa4cb7853e
34096,Gintama,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/83528.jpg?s=948f092dd55fb2572f38a0e21f03b642
4181,Clannad__After_Story,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/24647.jpg?s=316823146f54557fbe7518a81f4fc57f
918,Gintama,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/10038.jpg?s=75933a4662e7c21490ae3ee4edb88cb5
32935,Haikyuu__Karasuno_Koukou_VS_Shiratorizawa_Gakuen_Koukou,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/7/81992.jpg?s=6d977383e0b5dc1ba1c122213178e547
2904,Code_Geass__Hangyaku_no_Lelouch_R2,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/9391.jpg?s=be052972605dd5422ef2df117766cff0
34599,Made_in_Abyss,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/86733.jpg?s=56ac623880ec87f3a0197e0391bc12c3
199,Sen_to_Chihiro_no_Kamikakushi,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/79597.jpg?s=1f170071bc9a54ce2ba3c0d8c7aa6927
36838,Gintama__Shirogane_no_Tamashii-hen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/12/89603.jpg?s=635cb89402d5d39f43767f3942e91206
28891,Haikyuu_Second_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/76662.jpg?s=06ccfffc7b27ac5532d268b9934a224a
31758,Kizumonogatari_III__Reiketsu-hen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/82911.jpg?s=6f538e59906821d20b400cfd39d46f56
23273,Shigatsu_wa_Kimi_no_Uso,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/67177.jpg?s=bc267f764bffe825e1e8d60f7185a2e9
33095,Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/82947.jpg?s=9f1dd28adde3fea5a733d1cfd7be7ad6
24701,Mushishi_Zoku_Shou_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/68095.jpg?s=6025adedafce15a9d2c9363e225241ba
1,Cowboy_Bebop,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/19644.jpg?s=bb1e96eb0a0224a57aa45443eab92575
263,Hajime_no_Ippo,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/2025.jpg?s=fdb821ca62657cba4df132dea7baa387
164,Mononoke_Hime,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/7/75919.jpg?s=0d877ed9aa60cc49fdb128a2f68386e2
1575,Code_Geass__Hangyaku_no_Lelouch,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/50331.jpg?s=afd09d7e5d76283418a1a22e7c122ca9
44,Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/13160.jpg?s=797adc7dfd0df592175f2c6781cd6640
12355,Ookami_Kodomo_no_Ame_to_Yuki,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/35721.jpg?s=3cb7f7062c2ef1c69ab18d7e3c04af2b
33486,Boku_no_Hero_Academia_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/12/85221.jpg?s=bc4bd0a738a03bfe9176c5d83dc6f65e
17074,Monogatari_Series__Second_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/52133.jpg?s=b22811f98b26399cd65787af1447848c
21939,Mushishi_Zoku_Shou,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/58533.jpg?s=ff40f900ea0877725ccde517b126c531
33674,No_Game_No_Life__Zero,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/1085/90759.jpg?s=8f83b0208c61ca766c408f9d9672ee6c
457,Mushishi,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/73862.jpg?s=d976f75f480430a0c9fde4455696131d
34591,Natsume_Yuujinchou_Roku,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/84416.jpg?s=931f8a6bfc42adf9257eeb7641bad75e
245,Great_Teacher_Onizuka,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/13/11460.jpg?s=7e890b7e93b7b57c2de4aa90211931bd
2001,Tengen_Toppa_Gurren_Lagann,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/4/5123.jpg?s=15bb64e0c8b13acfa5d0761308b66f59
5258,Hajime_no_Ippo__New_Challenger,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/56617.jpg?s=4c8a3a8180c114c3771eb183e5318a0e
431,Howl_no_Ugoku_Shiro,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/5/75810.jpg?s=2b3056507119467116017b42d3e1da8b
30276,One_Punch_Man,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/12/76049.jpg?s=40b6c7dbbbb94c44675116d301150078
7311,Suzumiya_Haruhi_no_Shoushitsu,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/2/73842.jpg?s=b203b8eab5c8f6752221df27efa7fbf8
11665,Natsume_Yuujinchou_Shi,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/3/37449.jpg?s=2bb045b3120e6a3a23257bb39689ae30
28957,Mushishi_Zoku_Shou__Suzu_no_Shizuku,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/72689.jpg?s=58cb067cc48352b42e376589c0b4dfcc
31757,Kizumonogatari_II__Nekketsu-hen,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/80930.jpg?s=de2bcdaf000577a711b9fc67a73d3061
36259,Pingu_in_the_City,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/89791.jpg?s=83009dffc7cab21493735fff4a74674e
19,Monster,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/10/18793.jpg?s=08c4f10a101c3835eeb14ca0715512bd
12365,Bakuman_3rd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/41845.jpg?s=3e8c09dddfce41e17d602c0cd81875e1
1535,Death_Note,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/9/9453.jpg?s=b89e80691ac5cc0610847ccbe0b8424a
19647,Hajime_no_Ippo__Rising,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/6/56147.jpg?s=7e50339d044aed8909d36bb9afa331d3
30654,Ansatsu_Kyoushitsu_TV_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/77966.jpg?s=4161bf9d25a2816af9642ead2cd3a831
11741,Fate_Zero_2nd_Season,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/8/41125.jpg?s=78a6e73a2cd5856b28d8c182cd5a1a22
20583,Haikyuu,,,https://myanimelist.cdn-dena.com/r/50x70/images/anime/7/76014.jpg?s=ef5c00cb929dcd690c87f56e6d1b0c8a
